survey_type,region,site,latitude,longitude,date,transect,heading,depth_start,depth_end,segment,drift_algae,juvenile_laminariales,sub_bedrock,sub_boulder,sub_cobble,sub_sand,relief_0_10cm,relief_10cm_1m,relief_1m_2m,relief_gt_2m,upc_crustose_coralline,upc_encrusting_red,upc_articulated_coralline,upc_desmarestia_spp,upc_branch_flat_branching,upc_dodecaceria_spp,upc_laminariales_holdfast_live,upc_stephanocystis,upc_sponge,upc_corynactis_californica,upc_leaf_blade_unbranched,upc_macrocystis_holdfast_live,upc_solitary_tunicate,upc_bare_rock,upc_dictyoneurum_spp,upc_tubeworm_other_solitary,upc_cup_corals,upc_bryozoan,upc_barnacle,upc_bushy_cylindrical_branches,upc_dead_kelp_holdfast_any,upc_colonial_tunicate,upc_bare_sand,upc_lacy_filamentous_dense,upc_turf_red_2cm,upc_phragmatopoma,upc_sell_debris,upc_embedded_cucumber,upc_other_anemone,upc_thylacodes_squamigerus,upc_dictyotales,upc_scum,upc_egregia_menziesii,upc_diopatra_ornata,upc_hydroids,n_macro_plants,avg_macro_stipe_density,sd_macro_stipe,den_stephanocystis,den_nereocystis,den_laminaria_setchellii,den_pterygophora,den_mac_stump,den_costaria_costata,den_eisenia_arborea,den_lam_stump,den_purple_urchin,den_red_urchin,den_purple_conceiled,den_red_conceiled,sz_mean_purple,sz_mean_red,sz_sd_purple,sz_sd_red,n_dissected,mean_gonad_index,sd_gonad_index,mean_test_diameter_mm,mean_test_height_mm,mean_animal_24hr_mass_g,mean_gonad_mass_g,prop_female,prop_male,macro_present,margin_segment,dist_from_margin,prop_concealed,transect_id
Margin,Carmel,MAR_01,36.558873,-121.952609,2024-07-08,1,25,15.4,8.7,55,NA,NA,1,0,0,0,0,1,0,0,0.2,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,15,0,10,0,3.533333333333333,NA,0.915475416434127,NA,1,8.107852584556477,NA,43.8,22.8,31.34,2.541001,0,0,TRUE,45,10,0.6666666666666666,MAR_01_2024-07-08_T_1
Margin,Carmel,MAR_01,36.558873,-121.952609,2024-07-08,1,25,15.4,8.7,60,NA,NA,1,0,0,0,0,0.6,0.4,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,35,0,0,0,0,23,0,14,0,3.875,5,0.8345229603962802,NA,1,5.441453720992265,NA,45,27,37.49,2.040001,0,0,TRUE,45,15,0.6086956521739131,MAR_01_2024-07-08_T_1
Margin,Carmel,MAR_01,36.558873,-121.952609,2024-07-08,1,25,15.4,8.7,65,NA,NA,1,0,0,0,0,0.8,0.2,0,0,0,0.6,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,30,0,0,0,0,32.60869565217392,0,22.826086956521745,0,4,NA,0.6030226891555273,NA,1,2.306328523862375,NA,50.5,26,45.05,1.0390009999999998,0,0,TRUE,45,20,0.7000000000000001,MAR_01_2024-07-08_T_1
Margin,Carmel,MAR_01,36.558873,-121.952609,2024-07-08,1,25,15.4,8.7,70,NA,NA,1,0,0,0,0,0.8,0.2,0,0.4,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,7,0,7,0,3.4,NA,0.5477225575051661,NA,1,4.681339150227617,NA,40.6,21.1,26.36,1.234001,0,0,TRUE,45,25,1,MAR_01_2024-07-08_T_1
Margin,Carmel,MAR_01,36.558873,-121.952609,2024-07-08,1,25,15.4,8.7,75,NA,NA,1,0,0,0,0,0.6,0.2,0.2,0,0,0.4,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,3,4,30,0,0,0,0,29,2,27,2,4,NA,0.8660254037844386,NA,1,4.4444469357249625,NA,50.2,26.1,40.14,1.784001,0,0,TRUE,45,30,0.9310344827586207,MAR_01_2024-07-08_T_1
Margin,Carmel,MAR_01,36.558873,-121.952609,2024-07-08,1,25,15.4,8.7,80,NA,NA,1,0,0,0,0,0.4,0.2,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11.333333333333334,9.0737717258774655,0,29,10,17,0,0,0,0,6,0,6,0,NA,NA,NA,NA,1,2.22457289465741,NA,48,23.3,33.13,0.737001,0,0,TRUE,45,35,1,MAR_01_2024-07-08_T_1
Margin,Carmel,MAR_01,36.558873,-121.952609,2024-07-08,2,25,15.7,8.2,5,NA,NA,1,0,0,0,0,0.6,0.2,0.2,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88.88888888888889,6,0,0,3.533333333333333,7.181818181818182,1.1254628677422756,1.6624188291872672,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,5,0,0,MAR_01_2024-07-08_T_2
Margin,Carmel,MAR_01,36.558873,-121.952609,2024-07-08,2,25,15.7,8.2,10,NA,NA,1,0,0,0,0,0.4,0.2,0.2,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,47.142857142857146,5,0,0,3.533333333333333,8.166666666666666,1.1872336794093274,2.1672493389016636,1,0.645224590787971,NA,46.5,19.4,52.54,0.339001,NA,NA,FALSE,5,5,0,MAR_01_2024-07-08_T_2
Margin,Carmel,MAR_01,36.558873,-121.952609,2024-07-08,2,25,15.7,8.2,15,NA,NA,1,0,0,0,0,0.2,0.2,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,78.94736842105263,6,0,0,4,8.142857142857142,1.1338934190276817,1.4638501094227998,1,1.0781105610561057,NA,48.3,24.2,36.36,0.392001,0,0,FALSE,5,10,0,MAR_01_2024-07-08_T_2
Margin,Carmel,MAR_01,36.558873,-121.952609,2024-07-08,2,25,15.7,8.2,20,NA,NA,1,0,0,0,0,0,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,68,10,0,1,4.733333333333333,7.8,1.709915063331955,2.2010098692292237,1,1.774817607856892,NA,54.1,26.7,57.02,1.012001,0,0,FALSE,5,15,0,MAR_01_2024-07-08_T_2
Margin,Carmel,MAR_01,36.558873,-121.952609,2024-07-08,2,25,15.7,8.2,25,NA,NA,1,0,0,0,0,1,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44.736842105263165,10,0,0,4,6.5,0.8451542547285166,1.1677484162422844,1,5.4399029326724495,NA,51.7,20.2,48.42,2.634001,0,0,TRUE,5,20,0,MAR_01_2024-07-08_T_2
Margin,Carmel,MAR_01,36.558873,-121.952609,2024-07-08,2,25,15.7,8.2,30,NA,NA,1,0,0,0,0,1,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83.33333333333333,4,0,0,4.2,9.11111111111111,0.9411239481143204,2.1473497877875207,1,1.9075437777258932,NA,49.8,24.9,42.83,0.817001,0,0,TRUE,5,25,0,MAR_01_2024-07-08_T_2
Margin,Carmel,MAR_01,36.558873,-121.952609,2024-07-08,2,25,15.7,8.2,35,NA,NA,1,0,0,0,0,0.8,0.2,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,159.0909090909091,19,0,0,3.6,7.6,0.9856107606091624,1.9198214202665531,1,5.988302032019705,NA,46.7,23.2,64.96,3.890001,0,0,TRUE,5,30,0,MAR_01_2024-07-08_T_2
Margin,Carmel,MAR_01,36.558873,-121.952609,2024-07-08,2,25,15.7,8.2,40,NA,NA,1,0,0,0,0,0.6,0.4,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,29,0,0,0,0,150,24,0,0,3.8,8.333333333333334,1.207121724244435,1.5569978883230458,1,3.1603791727140784,NA,53.4,25.4,55.12,1.742001,0,0,TRUE,5,35,0,MAR_01_2024-07-08_T_2
Margin,Carmel,MAR_01,36.558873,-121.952609,2024-07-08,2,25,15.7,8.2,45,NA,NA,1,0,0,0,0,0.4,0.6,0,0.4,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,4,0,0,0,0,0,22,3,15,1,4.133333333333334,10,0.8338093878327919,0,1,5.608679443976412,NA,51.6,24.2,47.48,2.663001,0,0,TRUE,5,40,0.6818181818181818,MAR_01_2024-07-08_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,1,60,8.6,7.2,20,NA,NA,0.8,0.2,0,0,0,0.8,0.2,0,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,181.8181818181818,1,0,0,3.3571428571428568,4.666666666666667,1.0818177620697813,1.1547005383792517,1,2.915764450581969,NA,51.6,29.1,50.69,1.478001,0,0,FALSE,60,-40,0,MAR_02_2024-07-10_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,1,60,8.6,7.2,25,NA,NA,1,0,0,0,0,0.6,0.2,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,43.05555555555556,4,0,0,3.4285714285714284,5,1.0894095588038444,1,1,1.470654104396795,NA,48.5,21.5,46.17,0.6790010000000001,0,0,FALSE,60,-35,0,MAR_02_2024-07-10_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,1,60,8.6,7.2,30,NA,NA,1,0,0,0,0,0.6,0.2,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,61.11111111111111,1,0,0,3.933333333333333,5.666666666666667,1.162919151265879,0.5773502691896258,1,2.4454436059555373,NA,48.1,26.4,49.03,1.199001,0,0,FALSE,60,-30,0,MAR_02_2024-07-10_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,1,60,8.6,7.2,35,NA,NA,1,0,0,0,0,0.8,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,36.585365853658544,6,0,0,3.75,3.5,1.0645812948447542,0.7071067811865476,1,3.315004399472063,NA,51.3,25.3,45.46,1.5070009999999998,0,0,FALSE,60,-25,0,MAR_02_2024-07-10_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,1,60,8.6,7.2,40,NA,NA,1,0,0,0,0,0.6,0.4,0,0.4,0.4,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,82.5,1,0,1,3.75,2,0.9309493362512627,NA,1,3.643124292872152,NA,55.4,25.6,61.87,2.254001,0,0,FALSE,60,-20,0,MAR_02_2024-07-10_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,1,60,8.6,7.2,45,NA,NA,1,0,0,0,0,0.6,0.2,0.2,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,63.46153846153845,1,0,0,3.533333333333333,NA,0.9904304018720252,NA,1,3.1161753986332577,NA,34.1,28.2,43.9,1.368001,0,0,FALSE,60,-15,0,MAR_02_2024-07-10_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,1,60,8.6,7.2,50,NA,NA,1,0,0,0,0,0.6,0.4,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,61.11111111111111,0,0,0,3.769230769230769,NA,0.7250110520819839,NA,1,5.079868127786033,NA,52,28.8,53.84,2.735001,0,0,FALSE,60,-10,0,MAR_02_2024-07-10_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,1,60,8.6,7.2,55,NA,NA,1,0,0,0,0,1,0,0,0.2,0.2,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,22,0,14,0,3.7,NA,0.8232726023485646,NA,1,5.2577761865793775,NA,46,26.6,48.88,2.570001,0,0,FALSE,60,-5,0.6363636363636364,MAR_02_2024-07-10_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,1,60,8.6,7.2,60,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0.8,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,1,0,0,0,0,6,0,5,0,3,NA,0,NA,1,2.914870537465673,NA,45.6,24.9,50.98,1.486001,0,0,TRUE,60,0,0.8333333333333334,MAR_02_2024-07-10_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,1,60,8.6,7.2,65,NA,NA,1,0,0,0,0,0.8,0.2,0,0,0.4,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0.7071067811865476,43.24324324324324,0,1,4,0,0,0,0,36.04651162790698,0,27.906976744186046,0,3.6666666666666665,NA,0.5773502691896257,NA,1,5.155464285714286,NA,45.1,19.2,47.6,2.4540010000000003,0,0,TRUE,60,5,0.7741935483870966,MAR_02_2024-07-10_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,1,60,8.6,7.2,70,1,1,1,0,0,0,0,1,0,0,0,0.2,0,0,0,0,0,0.6,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11.11111111111111,7.184087354084102,0,0,0,0,0,0,NA,0,44.736842105263165,0,36.8421052631579,0,3.2777777777777777,NA,0.7519039015221181,NA,1,11.92697971602434,NA,49,24.2,49.3,5.880001,0,0,TRUE,60,10,0.8235294117647058,MAR_02_2024-07-10_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,1,60,8.6,7.2,75,1,NA,1,0,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,0.4,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20.333333333333332,16.258331197676263,22,0,2,3,0,0,0,0,8,0,8,0,3.2857142857142856,NA,0.7559289460184545,NA,1,12.1052652381943,NA,49.1,23.4,48.07,5.819001,0,0,TRUE,60,15,1,MAR_02_2024-07-10_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,1,60,8.6,7.2,80,NA,NA,1,0,0,0,0,1,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19.666666666666668,11.16542281629615,0,0,0,3,0,0,0,0,9,0,9,0,4,NA,NA,NA,1,4.733245554035567,NA,39.8,24.4,29.24,1.3840009999999998,0,0,TRUE,60,20,1,MAR_02_2024-07-10_T_1
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,2,60,10,7.8,10,NA,NA,1,0,0,0,0,0.8,0.2,0,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,350,3,0,0,3.666666666666667,5.833333333333333,0.8164965809277259,1.4719601443879744,1,0.04838553603259486,NA,48.5,24,39.27,0.019001,0,0,FALSE,50,-40,0,MAR_02_2024-07-10_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,2,60,10,7.8,15,NA,NA,1,0,0,0,0,0.4,0.4,0.2,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,146.15384615384613,3,0,0,3.75,5.5,0.7745966692414834,0.7071067811865476,1,0.43872346447778093,NA,46,23,35.33,0.155001,0,0,FALSE,50,-35,0,MAR_02_2024-07-10_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,2,60,10,7.8,20,NA,NA,1,0,0,0,0,0.4,0.4,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,145.83333333333334,4,0,0,3.2,4,0.8618916073713346,0,1,0.10322528069540024,NA,54,26.5,55.22,0.057001,NA,NA,FALSE,50,-30,0,MAR_02_2024-07-10_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,2,60,10,7.8,25,NA,NA,1,0,0,0,0,0.6,0.4,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,97.2222222222222,5,0,0,3.75,4.636363636363637,1.1381803659589922,1.433368568981982,1,1.230977303070761,NA,48.5,21.5,37.45,0.461001,0,0,FALSE,50,-25,0,MAR_02_2024-07-10_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,2,60,10,7.8,30,NA,NA,1,0,0,0,0,0.6,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,59.25925925925925,7,0,0,3.933333333333333,4.666666666666667,0.7037315505489967,1.2110601416389966,1,3.5708356916930253,NA,54,30,60.07,2.145001,0,0,FALSE,50,-20,0,MAR_02_2024-07-10_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,2,60,10,7.8,35,NA,NA,1,0,0,0,0,0.6,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82.60869565217392,10,0,4,3.8,5.3076923076923075,0.7745966692414834,1.031553471276484,1,7.5151296456352625,NA,39,11,23.14,1.739001,0,0,FALSE,50,-15,0,MAR_02_2024-07-10_T_2
Margin,Carmel,MAR_02,36.5612662,-121.946432,2024-07-10,2,60,10,7.8,40,NA,NA,0.6,0.4,0,0,0,0.6,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,150,12,8.333333333333334,1,3.8823529411764706,5.777777777777778,0.9926198253344826,0.9718253158075502,1,6.322631880733945,NA,53,21.5,52.32,3.308001,0,0,FALSE,50,-10,0.05555555555555556,MAR_02_2024-07-10_T_2
